Place,County,StateCode,Population,ViolentCrime,PropertyCrime,SocietalCrime
shady_hills,pasco,fl,,,,
shalimar,okaloosa,fl,,,,
sharpes,brevard,fl,,,,
siesta_key,sarasota,fl,462286,1856,4575,1104
silver_lake,lake,fl,,,,
silver_springs_shores,marion,fl,396415,3001,1969,169
sky_lake,orange,fl,,,,
sneads,jackson,fl,48211,21532,34467,8443
solana,charlotte,fl,202661,1180,1673,1594
sopchoppy,wakulla,fl,,,,
sorrento,lake,fl,,,,
south_apopka,orange,fl,,,,
south_bay,palm_beach,fl,,,,
south_beach,indian_river,fl,,,,
south_bradenton,manatee,fl,,,,
south_brooksville,hernando,fl,206896,2371,3127,1150
south_daytona,volusia,fl,,,,
south_gate_ridge,sarasota,fl,462286,1856,4575,1104
south_highpoint,pinellas,fl,961739,649,909,395
south_miami,miami-dade,fl,11597,199,452,69
south_miami_heights,miami-dade,fl,2673837,12955,36580,3565
south_palm_beach,palm_beach,fl,,,,
south_pasadena,pinellas,fl,961739,649,909,395
south_patrick_shores,brevard,fl,,,,
south_sarasota,sarasota,fl,462286,1856,4575,1104
south_venice,sarasota,fl,462286,1856,4575,1104
southchase,orange,fl,,,,
southeast_arcadia,desoto,fl,,,,
southgate,sarasota,fl,462286,1856,4575,1104
southwest_ranches,broward,fl,,,,
spring_hill,hernando,fl,206896,2371,3127,1150
spring_lake,hernando,fl,206896,2371,3127,1150
spring_ridge,gilchrist,fl,,,,
springfield,bay,fl,,,,
st._augustine,st._johns,fl,14875,118,613,133
st._augustine_beach,st._johns,fl,7100,7,72,51
st._augustine_shores,st._johns,fl,306841,176,877,315
st._augustine_south,st._johns,fl,306841,176,877,315
st._cloud,osceola,fl,,,,
st._george_island,franklin,fl,,,,
st._james_city,lee,fl,,,,
st._leo,pasco,fl,,,,
st._lucie_village,st._lucie,fl,,,,
st._marks,wakulla,fl,,,,
st._pete_beach,pinellas,fl,961739,649,909,395
st._petersburg,pinellas,fl,961739,649,909,395
stacey_street,palm_beach,fl,,,,
starke,bradford,fl,,,,
steinhatchee,taylor,fl,,,,
stock_island,monroe,fl,81708,546,557,446
stuart,martin,fl,,,,
sugarmill_woods,citrus,fl,,,,
sumatra,liberty,fl,,,,
sun_city_center,hillsborough,fl,,,,
suncoast_estates,lee,fl,,,,
sunny_isles_beach,miami-dade,fl,21908,158,408,16
sunrise,broward,fl,,,,
sunset,miami-dade,fl,2673837,12955,36580,3565
surfside,miami-dade,fl,2673837,12955,36580,3565
sweetwater,miami-dade,fl,2673837,12955,36580,3565
taft,orange,fl,,,,
tallahassee,leon,fl,,,,
tamarac,broward,fl,,,,
tamiami,miami-dade,fl,2673837,12955,36580,3565
tampa,hillsborough,fl,390145,6938,10777,3750
tangelo_park,orange,fl,,,,
tangerine,orange,fl,,,,
tarpon_springs,pinellas,fl,961739,649,909,395
tavares,lake,fl,,,,
tavernier,monroe,fl,81708,546,557,446
taylor_creek,okeechobee,fl,,,,
temple_terrace,hillsborough,fl,,,,
tequesta,palm_beach,fl,,,,
the_acreage,palm_beach,fl,,,,
the_crossings,miami-dade,fl,2673837,12955,36580,3565
the_hammocks,miami-dade,fl,2673837,12955,36580,3565
the_meadows,sarasota,fl,462286,1856,4575,1104
the_villages,sumter,fl,,,,
thonotosassa,hillsborough,fl,,,,
three_lakes,miami-dade,fl,2673837,12955,36580,3565
three_oaks,lee,fl,,,,
tice,lee,fl,,,,
tierra_verde,pinellas,fl,961739,649,909,395
tiger_point,santa_rosa,fl,,,,
tildenville,orange,fl,,,,
timber_pines,hernando,fl,206896,2371,3127,1150
titusville,brevard,fl,,,,
town_'n'_country,hillsborough,fl,,,,
treasure_island,pinellas,fl,961739,649,909,395
trenton,gilchrist,fl,,,,
trilby,pasco,fl,,,,
trinity,pasco,fl,,,,
tyndall_afb,bay,fl,,,,
umatilla,lake,fl,,,,
union_park,orange,fl,,,,
university_(hillsborough_cnty),hillsborough,fl,,,,
upper_grand_lagoon,bay,fl,,,,
valparaiso,okaloosa,fl,,,,
valrico,hillsborough,fl,,,,
vamo,sarasota,fl,462286,1856,4575,1104
venice,sarasota,fl,462286,1856,4575,1104
venice_gardens,sarasota,fl,462286,1856,4575,1104
vernon,washington,fl,,,,
vero_beach,indian_river,fl,,,,
vero_beach_south,indian_river,fl,,,,
verona_walk,collier,fl,397994,3416,4777,1621
viera_east,brevard,fl,,,,
viera_west,brevard,fl,,,,
villas,lee,fl,,,,
vineyards,collier,fl,397994,3416,4777,1621
virginia_gardens,miami-dade,fl,2673837,12955,36580,3565
wabasso,indian_river,fl,,,,
wabasso_beach,indian_river,fl,,,,
wacissa,jefferson,fl,,,,
wahneta,polk,fl,,,,
waldo,alachua,fl,,,,
wallace,santa_rosa,fl,,,,
warm_mineral_springs,sarasota,fl,462286,1856,4575,1104
warrington,escambia,fl,,,,
washington_park,broward,fl,,,,
watergate,palm_beach,fl,,,,
watertown,columbia,fl,,,,
wauchula,hardee,fl,,,,
waukeenah,jefferson,fl,,,,
wausau,washington,fl,,,,
waverly,polk,fl,,,,
webster,sumter,fl,,,,
wedgefield,orange,fl,,,,
weeki_wachee,hernando,fl,206896,2371,3127,1150
weeki_wachee_gardens,hernando,fl,206896,2371,3127,1150
wekiwa_springs,seminole,fl,,,,
welaka,putnam,fl,74731,472,530,536
wellington,palm_beach,fl,,,,
wesley_chapel,pasco,fl,,,,
west_bradenton,manatee,fl,,,,
west_deland,volusia,fl,,,,
west_lealman,pinellas,fl,961739,649,909,395
west_little_river,miami-dade,fl,2673837,12955,36580,3565
west_melbourne,brevard,fl,,,,
west_miami,miami-dade,fl,2673837,12955,36580,3565
west_palm_beach,palm_beach,fl,,,,
west_park,broward,fl,,,,
west_pensacola,escambia,fl,,,,
west_perrine,miami-dade,fl,2673837,12955,36580,3565
west_samoset,manatee,fl,,,,
west_vero_corridor,indian_river,fl,,,,
westchase,hillsborough,fl,,,,
westchester,miami-dade,fl,2673837,12955,36580,3565
westgate,palm_beach,fl,,,,
weston,broward,fl,,,,
westview,miami-dade,fl,2673837,12955,36580,3565
westville,holmes,fl,,,,
westwood_lakes,miami-dade,fl,2673837,12955,36580,3565
wewahitchka,gulf,fl,,,,
whiskey_creek,lee,fl,,,,
white_city,st._lucie,fl,,,,
white_springs,hamilton,fl,13217,117,239,35
whitfield_(manatee_cnty),manatee,fl,,,,
wildwood,sumter,fl,,,,
williamsburg,orange,fl,,,,
williston,levy,fl,,,,
williston_highlands,levy,fl,,,,
willow_oak,polk,fl,,,,
wilton_manors,broward,fl,,,,
wimauma,hillsborough,fl,,,,
windermere,orange,fl,,,,
windsor,indian_river,fl,,,,
winter_beach,indian_river,fl,,,,
winter_garden,orange,fl,,,,
winter_haven,polk,fl,,,,
winter_park,orange,fl,,,,
winter_springs,seminole,fl,,,,
wiscon,hernando,fl,206896,2371,3127,1150
woodlawn_beach,santa_rosa,fl,,,,
woodville,leon,fl,,,,
world_golf_village,st._johns,fl,306841,176,877,315
worthington_springs,union,fl,,,,
wright,okaloosa,fl,,,,
yalaha,lake,fl,,,,
yankeetown,levy,fl,,,,
yeehaw_junction,osceola,fl,,,,
yulee,nassau,fl,,,,
zellwood,orange,fl,,,,
zephyrhills,pasco,fl,,,,
zephyrhills_north,pasco,fl,,,,
zephyrhills_south,pasco,fl,,,,
zephyrhills_west,pasco,fl,,,,
zolfo_springs,hardee,fl,,,,
abbeville,wilcox,ga,8761,30,74,9
acworth,cobb,ga,22170,161,425,69
adairsville,bartow,ga,5063,57,156,158
adel,cook,ga,17404,71,176,84
adrian,johnson,ga,,,,
ailey,montgomery,ga,,,,
alamo,wheeler,ga,7314,60,94,25
alapaha,berrien,ga,479,2,5,1
albany,dougherty,ga,68613,728,591,3
aldora,lamar,ga,,,,
allenhurst,liberty,ga,,,,
allentown,wilkinson,ga,8681,37,21,61
alma,bacon,ga,3370,49,123,28
alpharetta,fulton,ga,66629,344,1481,236
alston,montgomery,ga,,,,
ambrose,coffee,ga,43172,403,590,106
americus,sumter,ga,15808,370,765,127
andersonville,sumter,ga,28877,40,112,2
appling,columbia,ga,162419,201,743,79
arabi,crisp,ga,19708,99,199,51
aragon,polk,ga,43709,22,13,6
arcade,jackson,ga,1948,10,52,3
argyle,clinch,ga,6662,19,46,2
arlington,calhoun,ga,,,,
arnoldsville,oglethorpe,ga,15469,186,250,274
ashburn,turner,ga,8842,43,59,39
athens-clarke_county,clarke,ga,128177,2666,4986,813
atlanta,fulton,ga,495707,8740,28181,5347
attapulgus,decatur,ga,28982,339,364,93
auburn,barrow,ga,89299,575,1044,277
augusta-richmond_county,richmond,ga,206640,422,857,104
austell,cobb,ga,771952,110,2632,112
avalon,stephens,ga,,,,
avera,jefferson,ga,15314,76,199,72
avondale_estates,dekalb,ga,762820,52,6,1
baconton,mitchell,ga,21116,133,245,47
bainbridge,decatur,ga,14112,477,978,159
baldwin,habersham,ga,4735,5,53,3
ball_ground,cherokee,ga,2876,2,5,5
barnesville,lamar,ga,6449,45,55,2
bartow,jefferson,ga,182,0,0,0
baxley,appling,ga,5016,157,364,167
bellville,evans,ga,,,,
belvedere_park,dekalb,ga,762820,52,6,1
berkeley_lake,gwinnett,ga,975353,39,37,106
berlin,colquitt,ga,,,,
bethlehem,barrow,ga,89299,575,1044,277
between,walton,ga,103065,291,682,272
bishop,oconee,ga,43588,174,877,268
blackshear,pierce,ga,3572,47,127,162
blairsville,union,ga,538,5,27,25
blakely,early,ga,5139,168,202,46
bloomingdale,chatham,ga,2849,38,55,6
blue_ridge,fannin,ga,25737,284,402,82
bluffton,clay,ga,2845,33,37,20
blythe,richmond,ga,747,0,0,0
bogart,oconee,ga,43588,174,877,268
bonanza,clayton,ga,,,,
boston,thomas,ga,1212,3,15,2
bostwick,morgan,ga,,,,
bowdon,carroll,ga,124592,599,1388,212
bowersville,hart,ga,26909,231,339,142
bowman,elbert,ga,19814,9,60,7
boykin,miller,ga,,,,
braswell,paulding,ga,178421,3151,2479,249
bremen,haralson,ga,7683,92,242,46
brinson,decatur,ga,28982,339,364,93
bronwood,terrell,ga,,,,
brookhaven,dekalb,ga,55614,1008,2194,361
brooklet,bulloch,ga,2015,12,6,0
brooks,fayette,ga,0,143,191,132
broxton,coffee,ga,1074,11,11,19
brunswick,glynn,ga,85079,1045,1813,371
buchanan,haralson,ga,31337,178,414,39
buckhead,morgan,ga,,,,
buena_vista,marion,ga,7449,56,84,14
buford,gwinnett,ga,975353,39,37,106
butler,taylor,ga,,,,
byromville,dooly,ga,,,,
byron,peach,ga,5953,31,167,24
cadwell,laurens,ga,49660,408,605,149
cairo,grady,ga,9864,124,278,15
calhoun,gordon,ga,17585,286,645,80
calvary,grady,ga,,,,
camak,warren,ga,,,,
camilla,mitchell,ga,5001,59,149,53
candler-mcafee,dekalb,ga,762820,52,6,1
canon,franklin,ga,666,1,6,5
canoochee,emanuel,ga,,,,
canton,cherokee,ga,281278,1297,2361,1056
carl,barrow,ga,89299,575,1044,277
carlton,madison,ga,31473,349,489,139
carnesville,franklin,ga,24128,126,170,126
carrollton,carroll,ga,27844,459,979,221
cartersville,bartow,ga,23293,342,903,359
cave_spring,floyd,ga,1195,5,36,13
cecil,cook,ga,287,8,12,2
cedar_springs,early,ga,10574,41,59,7
cedartown,polk,ga,10397,190,327,79
centerville,houston,ga,8230,53,129,123
centralhatchee,heard,ga,11725,33,141,25
chamblee,dekalb,ga,29393,367,1080,96
chatsworth,murray,ga,4775,32,46,136
chattahoochee_hills,fulton,ga,1074634,27,64,143
chattanooga_valley,walker,ga,,,,
chauncey,dodge,ga,19802,194,189,67
chester,dodge,ga,3563,33,127,50
chickamauga,walker,ga,3223,19,42,2
clarkesville,habersham,ga,47475,157,453,145
clarkston,dekalb,ga,14368,193,491,17
claxton,evans,ga,2549,69,196,12
clayton,rabun,ga,2064,26,106,9
clermont,hall,ga,212692,1459,2446,641
cleveland,white,ga,3537,42,119,38
climax,decatur,ga,28982,339,364,93
cobbtown,tattnall,ga,24064,87,230,54
cochran,bleckley,ga,5077,48,144,15
cohutta,whitfield,ga,103132,1042,1438,394
colbert,madison,ga,31473,349,489,139
coleman,randolph,ga,6116,47,55,19
college_park,fulton,ga,13917,428,1553,405
collins,tattnall,ga,24064,87,230,54
colquitt,miller,ga,,,,
columbus,muscogee,ga,204986,2824,7016,899
comer,madison,ga,31473,349,489,139
commerce,jackson,ga,83936,444,891,148
concord,pike,ga,19990,82,260,89
conley,clayton,ga,,,,
conyers,rockdale,ga,,,,
coolidge,thomas,ga,534,3,11,1
cordele,crisp,ga,9929,297,640,55
cornelia,habersham,ga,47475,157,453,145
country_club_estates,glynn,ga,85079,1045,1813,371
covington,newton,ga,14549,404,807,68
crawford,oglethorpe,ga,0,87,258,10
crawfordville,taliaferro,ga,,,,
crooked_creek,putnam,ga,22984,128,199,107
culloden,monroe,ga,29427,81,268,151
cumming,forsyth,ga,267237,1328,2233,883
cusseta-chattahoochee_county,chattahoochee,ga,,,,
cuthbert,randolph,ga,6116,47,55,19
dacula,gwinnett,ga,975353,39,37,106
dahlonega,lumpkin,ga,34796,305,374,128
daisy,evans,ga,,,,
dallas,paulding,ga,14801,96,231,54
dalton,whitfield,ga,34276,622,1364,332
damascus,early,ga,10574,41,59,7
danielsville,madison,ga,677,4,15,48
danville,twiggs,ga,7680,60,83,246
darien,mcintosh,ga,11180,118,259,189
dasher,lowndes,ga,119739,922,1439,706
davisboro,washington,ga,1854,0,0,0
dawson,terrell,ga,4229,28,64,7
dawsonville,dawson,ga,30138,310,397,14
de_soto,sumter,ga,28877,40,112,2
dearing,mcduffie,ga,21713,107,187,33
decatur,dekalb,ga,24259,187,929,93
deenwood,ware,ga,35614,169,169,130
deepstep,washington,ga,,,,
demorest,habersham,ga,1927,9,20,1
denton,jeff_davis,ga,14889,64,81,83
dewy_rose,elbert,ga,19814,9,60,7
dexter,laurens,ga,49660,408,605,149
dillard,rabun,ga,17206,58,212,54
dock_junction,glynn,ga,85079,1045,1813,371
doerun,colquitt,ga,713,2,9,0
donalsonville,seminole,ga,2834,16,27,8
dooling,dooly,ga,,,,
doraville,dekalb,ga,11185,195,683,315
douglas,coffee,ga,11762,24,26,0
douglasville,douglas,ga,36331,1169,2667,669
druid_hills,dekalb,ga,762820,52,6,1
du_pont,clinch,ga,6662,19,46,2
dublin,laurens,ga,49660,408,605,149
dudley,laurens,ga,49660,408,605,149
duluth,gwinnett,ga,31836,248,559,43
dunwoody,dekalb,ga,50271,447,2273,413
dutch_island,chatham,ga,301107,143,19,27
east_dublin,laurens,ga,49660,408,605,149
east_ellijay,gilmer,ga,1135,18,93,37
east_griffin,spalding,ga,68919,574,1076,418
east_newnan,coweta,ga,152882,1053,1729,781
east_point,fulton,ga,1074634,27,64,143
eastman,dodge,ga,5538,221,381,191
eatonton,putnam,ga,6568,102,196,37
edge_hill,glascock,ga,2939,26,40,29
edison,calhoun,ga,1237,9,34,0
elberton,elbert,ga,4719,177,267,177
ellaville,schley,ga,1521,13,33,11
ellenton,colquitt,ga,,,,
ellijay,gilmer,ga,1135,18,93,37
emerson,bartow,ga,1451,19,43,0
empire,dodge,ga,19802,194,189,67
enigma,berrien,ga,1066,1,24,0
ephesus,heard,ga,11725,33,141,25
epworth,fannin,ga,25737,284,402,82
eton,murray,ga,825,10,9,25
euharlee,bartow,ga,4345,27,48,99
evans,columbia,ga,162419,201,743,79
experiment,spalding,ga,68919,574,1076,418
fair_oaks,cobb,ga,771952,110,2632,112
fairburn,fulton,ga,16710,221,368,107
fairmount,gordon,ga,58954,401,688,318
fairview,walker,ga,,,,
fargo,clinch,ga,6662,19,46,2
fayetteville,fayette,ga,19619,127,752,297
fitzgerald,ben_hill,ga,8960,399,544,13
flemington,liberty,ga,,,,
flovilla,butts,ga,26649,173,263,442
flowery_branch,hall,ga,10843,30,190,155
folkston,charlton,ga,4457,23,87,94
forest_park,clayton,ga,19605,578,1534,77
forsyth,monroe,ga,29427,81,268,151
fort_gaines,clay,ga,2845,33,37,20
fort_oglethorpe,catoosa,ga,10626,133,446,127
fort_stewart,liberty,ga,,,,
fort_valley,peach,ga,8946,302,505,37
franklin,heard,ga,926,6,25,10
franklin_springs,franklin,ga,1125,0,0,0
funston,colquitt,ga,,,,
gainesville,hall,ga,44314,1219,2199,409
garden_city,chatham,ga,10248,381,573,114
garfield,emanuel,ga,,,,
gay,meriwether,ga,20845,120,213,57
geneva,talbot,ga,,,,
georgetown,chatham,ga,301107,143,19,27
gibson,glascock,ga,2939,26,40,29
gillsville,hall,ga,212692,1459,2446,641
girard,burke,ga,24388,109,308,144
glennville,tattnall,ga,24064,87,230,54
glenwood,wheeler,ga,7314,60,94,25
good_hope,walton,ga,103065,291,682,272
gordon,wilkinson,ga,1767,11,29,3
graham,appling,ga,,,,
grantville,coweta,ga,3446,44,40,6
gray,jones,ga,3406,20,99,55
grayson,gwinnett,ga,975353,39,37,106
greensboro,greene,ga,3662,62,133,52
greenville,meriwether,ga,799,7,22,11
gresham_park,dekalb,ga,762820,52,6,1
griffin,spalding,ga,23862,761,1469,426
grovetown,columbia,ga,17161,184,178,45
gumbranch,liberty,ga,,,,
gumlog,franklin,ga,24128,126,170,126
guyton,effingham,ga,2826,23,12,12
hagan,evans,ga,939,0,0,0
hahira,lowndes,ga,3442,15,18,8
hamilton,harris,ga,36276,15,166,47
hampton,henry,ga,8308,64,69,8
hannahs_mill,upson,ga,,,,
hapeville,fulton,ga,1074634,27,64,143
haralson,coweta,ga,152882,1053,1729,781
hardwick,baldwin,ga,43635,478,780,78
harlem,columbia,ga,4130,17,16,33
harrison,washington,ga,,,,
hartwell,hart,ga,4567,90,234,63
hawkinsville,pulaski,ga,9984,126,262,29
hazlehurst,jeff_davis,ga,4079,80,170,38
helen,white,ga,555,18,39,65
henderson,chatham,ga,301107,143,19,27
hephzibah,richmond,ga,3778,65,127,5
heron_bay,henry,ga,248364,9,2,12
hiawassee,towns,ga,12972,38,57,133
higgston,montgomery,ga,,,,
hilltop,pike,ga,19990,82,260,89
hiltonia,screven,ga,,,,
hinesville,liberty,ga,35443,1441,1633,181
hiram,paulding,ga,5203,85,426,37
hoboken,brantley,ga,484,0,0,0
hogansville,troup,ga,3180,67,37,7
holly_springs,cherokee,ga,18511,11,77,2
homeland,charlton,ga,,,,
homer,banks,ga,2309,38,25,40
homerville,clinch,ga,2309,38,25,40
hoschton,jackson,ga,83936,444,891,148
hull,madison,ga,31473,349,489,139
ideal,macon,ga,,,,
ila,madison,ga,31473,349,489,139
indian_springs,catoosa,ga,68826,373,701,287
iron_city,seminole,ga,,,,
irondale,clayton,ga,,,,
irwinton,wilkinson,ga,8681,37,21,61
isle_of_hope,chatham,ga,301107,143,19,27
ivey,wilkinson,ga,8681,37,21,61
jackson,butts,ga,26649,173,263,442
jacksonville,telfair,ga,,,,
jakin,early,ga,10574,41,59,7
jasper,pickens,ga,4371,38,117,35
jefferson,jackson,ga,14664,44,168,56
jeffersonville,twiggs,ga,7680,60,83,246
jenkinsburg,butts,ga,26649,173,263,442
jersey,walton,ga,103065,291,682,272
jesup,wayne,ga,30896,458,625,258
johns_creek,fulton,ga,81964,399,662,60
jonesboro,clayton,ga,,,,
junction_city,talbot,ga,,,,
kennesaw,cobb,ga,32974,368,695,294
keysville,burke,ga,24388,109,308,144
kings_bay_base,camden,ga,57013,175,241,460
kingsland,camden,ga,19650,331,514,311
kingston,bartow,ga,750,0,0,0
kite,johnson,ga,,,,
knoxville,crawford,ga,12140,87,258,10
lafayette,walker,ga,,,,
lagrange,troup,ga,32146,1172,2149,358
lake_city,clayton,ga,3042,22,95,25
lake_park,lowndes,ga,1406,6,23,4
lakeland,lanier,ga,10171,108,126,45
lakeview,catoosa,ga,68826,373,701,287
lakeview_estates,rockdale,ga,,,,
lavonia,franklin,ga,2170,62,145,67
lawrenceville,gwinnett,ga,30618,515,1074,227
leary,calhoun,ga,536,0,0,0
leesburg,lee,ga,3529,24,41,1
lenox,cook,ga,17404,71,176,84
leslie,sumter,ga,28877,40,112,2
lexington,oglethorpe,ga,15469,186,250,274
lilburn,gwinnett,ga,15823,128,472,21
lilly,dooly,ga,,,,
lincoln_park,upson,ga,,,,
lincolnton,lincoln,ga,,,,
lindale,floyd,ga,99443,1145,1197,342
lithia_springs,douglas,ga,147316,688,1779,845
lithonia,dekalb,ga,2585,27,66,23
locust_grove,henry,ga,10394,196,517,61
loganville,walton,ga,15250,122,357,34
lone_oak,meriwether,ga,20845,120,213,57
lookout_mountain,walker,ga,1664,1,7,1
louisville,jefferson,ga,2336,39,53,3
lovejoy,clayton,ga,,,,
ludowici,long,ga,18348,52,104,42
lula,hall,ga,212692,1459,2446,641
lumber_city,telfair,ga,,,,
lumpkin,stewart,ga,,,,
luthersville,meriwether,ga,20845,120,213,57
lyerly,chattooga,ga,24936,188,356,88
lyons,toombs,ga,,,,
mableton,cobb,ga,771952,110,2632,112
macon,bibb,ga,156197,3974,9080,500
madison,morgan,ga,5410,28,173,21
manassas,tattnall,ga,24064,87,230,54
manchester,meriwether,ga,3563,33,127,50
mansfield,newton,ga,117621,1607,2470,279
marietta,cobb,ga,62059,894,2227,697
marshallville,macon,ga,,,,
martin,stephens,ga,,,,
martinez,columbia,ga,162419,201,743,79
matthews,jefferson,ga,15314,76,199,72
maxeys,oglethorpe,ga,15469,186,250,274
mccaysville,fannin,ga,25737,284,402,82
mcdonough,henry,ga,31292,367,1087,40
mcintyre,wilkinson,ga,568,0,4,0
meansville,pike,ga,19990,82,260,89
meigs,thomas,ga,45561,439,650,194
mendes,tattnall,ga,24064,87,230,54
menlo,chattooga,ga,24936,188,356,88
metter,candler,ga,4001,52,102,13
midville,burke,ga,24388,109,308,144
midway,liberty,ga,,,,
milledgeville,baldwin,ga,17102,769,1296,77
millen,jenkins,ga,2913,50,123,19
milner,lamar,ga,,,,
milton,fulton,ga,41330,132,477,35
mineral_bluff,fannin,ga,25737,284,402,82
mitchell,glascock,ga,2939,26,40,29
molena,pike,ga,19990,82,260,89
monroe,walton,ga,15569,288,709,302
montezuma,macon,ga,3056,33,61,35
montgomery,chatham,ga,301107,143,19,27
monticello,jasper,ga,15951,193,294,199
montrose,laurens,ga,49660,408,605,149
moody_afb,lowndes,ga,119739,922,1439,706
moreland,coweta,ga,152882,1053,1729,781
morgan,calhoun,ga,,,,
morganton,fannin,ga,25737,284,402,82
morrow,clayton,ga,6493,110,813,108
morven,brooks,ga,16253,143,191,132
moultrie,colquitt,ga,14454,330,979,32
mount_airy,habersham,ga,47475,157,453,145
mount_vernon,montgomery,ga,,,,
mount_zion,carroll,ga,2021,10,22,3
mountain_city,rabun,ga,17206,58,212,54
mountain_park_cdp,gwinnett,ga,975353,39,37,106
nahunta,brantley,ga,18183,142,263,39
nashville,berrien,ga,4830,116,256,140
newborn,newton,ga,117621,1607,2470,279
newington,screven,ga,289,4,13,1
newnan,coweta,ga,43932,807,1661,315
newton,baker,ga,,,,
nicholls,coffee,ga,43172,403,590,106
nicholson,jackson,ga,83936,444,891,148
norcross,gwinnett,ga,17731,407,954,252
norman_park,colquitt,ga,,,,
norristown,emanuel,ga,,,,
north_decatur,dekalb,ga,762820,52,6,1
north_druid_hills,dekalb,ga,762820,52,6,1
north_high_shoals,oconee,ga,43588,174,877,268
norwood,warren,ga,,,,
nunez,emanuel,ga,,,,
oak_park,emanuel,ga,,,,
oakwood,hall,ga,212692,1459,2446,641
ochlocknee,thomas,ga,45561,439,650,194
ocilla,irwin,ga,3714,84,117,24
oconee,washington,ga,,,,
odum,wayne,ga,30896,458,625,258
offerman,pierce,ga,20168,243,325,343
oglethorpe,macon,ga,10626,133,446,127
oliver,screven,ga,,,,
omega,tift,ga,1289,5,28,6
orchard_hill,spalding,ga,68919,574,1076,418
oxford,newton,ga,2275,2,25,1
palmetto,fulton,ga,5084,26,70,0
panthersville,dekalb,ga,762820,52,6,1
parrott,terrell,ga,,,,
patterson,pierce,ga,770,1,1,0
pavo,thomas,ga,45561,439,650,194
peachtree_city,fayette,ga,39301,87,564,402
peachtree_corners,gwinnett,ga,975353,39,37,106
pearson,atkinson,ga,,,,
pelham,mitchell,ga,3380,94,169,25
pembroke,bryan,ga,48225,199,344,109
pendergrass,jackson,ga,1779,4,20,15
perkins,jenkins,ga,8689,27,56,20
perry,houston,ga,23213,345,606,143
phillipsburg,tift,ga,41412,737,850,91
pine_lake,dekalb,ga,762820,52,6,1
pine_mountain,harris,ga,1282,7,38,14
pinehurst,dooly,ga,,,,
pineview,wilcox,ga,8761,30,74,9
pitts,wilcox,ga,8761,30,74,9
plains,sumter,ga,28877,40,112,2
plainville,gordon,ga,58954,401,688,318
pooler,chatham,ga,28328,175,883,130
port_wentworth,chatham,ga,12684,43,283,156
portal,bulloch,ga,83059,119,348,143
porterdale,newton,ga,117621,1607,2470,279
poulan,worth,ga,,,,
powder_springs,cobb,ga,771952,110,2632,112
pulaski,candler,ga,11000,107,95,20
putney,dougherty,ga,82966,12,47,7
quitman,brooks,ga,4097,57,96,2
ranger,gordon,ga,58954,401,688,318
raoul,habersham,ga,47475,157,453,145
ray_city,berrien,ga,18214,115,185,117
rayle,wilkes,ga,9599,140,192,42
rebecca,turner,ga,8842,43,59,39
redan,dekalb,ga,762820,52,6,1
reed_creek,hart,ga,26909,231,339,142
register,bulloch,ga,83059,119,348,143
reidsville,tattnall,ga,24064,87,230,54
remerton,lowndes,ga,1279,22,42,33
rentz,laurens,ga,49660,408,605,149
resaca,gordon,ga,58954,401,688,318
reynolds,taylor,ga,,,,
rhine,dodge,ga,19802,194,189,67
riceboro,liberty,ga,,,,
richland,stewart,ga,,,,
richmond_hill,bryan,ga,18421,193,335,93
riddleville,washington,ga,,,,
