Place,City,County,StateCode
lake_santeetlah,lake_santeetlah,graham,nc
lake_waccamaw,lake_waccamaw,columbus,nc
landis,landis,rowan,nc
lansing,lansing,ashe,nc
lasker,lasker,northampton,nc
lattimore,lattimore,cleveland,nc
laurel_hill,laurel_hill,scotland,nc
laurel_park,laurel_park,henderson,nc
laurinburg,laurinburg,scotland,nc
lawndale,lawndale,cleveland,nc
leggett,leggett,edgecombe,nc
leland,leland,brunswick,nc
lenoir,lenoir,caldwell,nc
lewiston_woodville,lewiston_woodville,bertie,nc
lewisville,lewisville,forsyth,nc
lexington,lexington,davidson,nc
liberty,liberty,randolph,nc
light_oak,light_oak,cleveland,nc
lilesville,lilesville,anson,nc
lillington,lillington,harnett,nc
lincolnton,lincolnton,lincoln,nc
linden,linden,cumberland,nc
littleton,littleton,halifax,nc
locust,locust,stanly,nc
long_view,long_view,catawba,nc
louisburg,louisburg,franklin,nc
love_valley,love_valley,iredell,nc
lowell,lowell,gaston,nc
lowesville,lowesville,lincoln,nc
lowgap,lowgap,surry,nc
lucama,lucama,wilson,nc
lumber_bridge,lumber_bridge,robeson,nc
lumberton,lumberton,robeson,nc
macclesfield,macclesfield,edgecombe,nc
macon,macon,warren,nc
madison,madison,rockingham,nc
maggie_valley,maggie_valley,haywood,nc
magnolia,magnolia,duplin,nc
maiden,maiden,catawba,nc
mamers,mamers,harnett,nc
manns_harbor,manns_harbor,dare,nc
manteo,manteo,dare,nc
marble,marble,cherokee,nc
marietta,marietta,robeson,nc
marion,marion,mcdowell,nc
mar-mac,mar-mac,wayne,nc
mars_hill,mars_hill,madison,nc
marshall,marshall,madison,nc
marshallberg,marshallberg,carteret,nc
marshville,marshville,union,nc
marvin,marvin,union,nc
matthews,matthews,mecklenburg,nc
maury,maury,greene,nc
maxton,maxton,robeson,nc
mayodan,mayodan,rockingham,nc
maysville,maysville,jones,nc
mcadenville,mcadenville,gaston,nc
mcdonald,mcdonald,robeson,nc
mcfarlan,mcfarlan,anson,nc
mcleansville,mcleansville,guilford,nc
mebane,mebane,alamance,nc
mesic,mesic,pamlico,nc
micro,micro,johnston,nc
middleburg,middleburg,vance,nc
middlesex,middlesex,nash,nc
midland,midland,cabarrus,nc
midway,midway,davidson,nc
millers_creek,millers_creek,wilkes,nc
millingport,millingport,stanly,nc
mills_river,mills_river,henderson,nc
milton,milton,caswell,nc
mineral_springs,mineral_springs,union,nc
minnesott_beach,minnesott_beach,pamlico,nc
mint_hill,mint_hill,mecklenburg,nc
misenheimer,misenheimer,stanly,nc
mocksville,mocksville,davie,nc
momeyer,momeyer,nash,nc
moncure,moncure,chatham,nc
monroe,monroe,union,nc
montreat,montreat,buncombe,nc
mooresboro,mooresboro,cleveland,nc
mooresville,mooresville,iredell,nc
moravian_falls,moravian_falls,wilkes,nc
morehead_city,morehead_city,carteret,nc
morganton,morganton,burke,nc
morrisville,morrisville,wake,nc
morven,morven,anson,nc
mount_airy,mount_airy,surry,nc
mount_gilead,mount_gilead,montgomery,nc
mount_holly,mount_holly,gaston,nc
mount_olive,mount_olive,wayne,nc
mount_pleasant,mount_pleasant,cabarrus,nc
mountain_home,mountain_home,henderson,nc
mountain_view,mountain_view,catawba,nc
moyock,moyock,currituck,nc
mulberry,mulberry,wilkes,nc
murfreesboro,murfreesboro,hertford,nc
murphy,murphy,cherokee,nc
murraysville,murraysville,new_hanover,nc
myrtle_grove,myrtle_grove,new_hanover,nc
nags_head,nags_head,dare,nc
nashville,nashville,nash,nc
navassa,navassa,brunswick,nc
neuse_forest,neuse_forest,craven,nc
new_bern,new_bern,craven,nc
new_london,new_london,stanly,nc
newland,newland,avery,nc
newport,newport,carteret,nc
newton,newton,catawba,nc
newton_grove,newton_grove,sampson,nc
norlina,norlina,warren,nc
norman,norman,richmond,nc
north_topsail_beach,north_topsail_beach,onslow,nc
north_wilkesboro,north_wilkesboro,wilkes,nc
northchase,northchase,new_hanover,nc
northlakes,northlakes,caldwell,nc
northwest,northwest,brunswick,nc
norwood,norwood,stanly,nc
oak_city,oak_city,martin,nc
oak_island,oak_island,brunswick,nc
oak_ridge,oak_ridge,guilford,nc
oakboro,oakboro,stanly,nc
ocean_isle_beach,ocean_isle_beach,brunswick,nc
ocracoke,ocracoke,hyde,nc
ogden,ogden,new_hanover,nc
old_fort,old_fort,mcdowell,nc
old_hundred,old_hundred,scotland,nc
oriental,oriental,pamlico,nc
orrum,orrum,robeson,nc
ossipee,ossipee,alamance,nc
oxford,oxford,granville,nc
pantego,pantego,beaufort,nc
parkton,parkton,robeson,nc
parmele,parmele,martin,nc
patterson_springs,patterson_springs,cleveland,nc
peachland,peachland,anson,nc
peletier,peletier,carteret,nc
pembroke,pembroke,robeson,nc
pikeville,pikeville,wayne,nc
pilot_mountain,pilot_mountain,surry,nc
pine_knoll_shores,pine_knoll_shores,carteret,nc
pine_level,pine_level,johnston,nc
pinebluff,pinebluff,moore,nc
pinehurst,pinehurst,moore,nc
pinetops,pinetops,edgecombe,nc
pinetown,pinetown,beaufort,nc
pineville,pineville,mecklenburg,nc
piney_green,piney_green,onslow,nc
pink_hill,pink_hill,lenoir,nc
pinnacle,pinnacle,stokes,nc
pittsboro,pittsboro,chatham,nc
plain_view,plain_view,sampson,nc
pleasant_garden,pleasant_garden,guilford,nc
pleasant_hill,pleasant_hill,wilkes,nc
plymouth,plymouth,washington,nc
polkton,polkton,anson,nc
polkville,polkville,cleveland,nc
pollocksville,pollocksville,jones,nc
porters_neck,porters_neck,new_hanover,nc
potters_hill,potters_hill,duplin,nc
powellsville,powellsville,bertie,nc
princeton,princeton,johnston,nc
princeville,princeville,edgecombe,nc
proctorville,proctorville,robeson,nc
prospect,prospect,robeson,nc
pumpkin_center,pumpkin_center,onslow,nc
raeford,raeford,hoke,nc
raemon,raemon,robeson,nc
raleigh,raleigh,wake,nc
ramseur,ramseur,randolph,nc
randleman,randleman,randolph,nc
ranlo,ranlo,gaston,nc
raynham,raynham,robeson,nc
red_cross,red_cross,stanly,nc
red_oak,red_oak,nash,nc
red_springs,red_springs,robeson,nc
reidsville,reidsville,rockingham,nc
rennert,rennert,robeson,nc
rex,rex,robeson,nc
rhodhiss,rhodhiss,burke,nc
rich_square,rich_square,northampton,nc
richfield,richfield,stanly,nc
richlands,richlands,onslow,nc
riegelwood,riegelwood,columbus,nc
river_bend,river_bend,craven,nc
river_road,river_road,beaufort,nc
roanoke_rapids,roanoke_rapids,halifax,nc
robbins,robbins,moore,nc
robbinsville,robbinsville,graham,nc
robersonville,robersonville,martin,nc
rockfish,rockfish,hoke,nc
rockingham,rockingham,richmond,nc
rockwell,rockwell,rowan,nc
rocky_mount,rocky_mount,nash,nc
rocky_point,rocky_point,pender,nc
rodanthe,rodanthe,dare,nc
rolesville,rolesville,wake,nc
ronda,ronda,wilkes,nc
roper,roper,washington,nc
rose_hill,rose_hill,duplin,nc
roseboro,roseboro,sampson,nc
rosman,rosman,transylvania,nc
rougemont,rougemont,durham,nc
rowland,rowland,robeson,nc
roxboro,roxboro,person,nc
roxobel,roxobel,bertie,nc
royal_pines,royal_pines,buncombe,nc
ruffin,ruffin,rockingham,nc
rural_hall,rural_hall,forsyth,nc
ruth,ruth,rutherford,nc
rutherford_college,rutherford_college,burke,nc
rutherfordton,rutherfordton,rutherford,nc
salem,salem,burke,nc
salemburg,salemburg,sampson,nc
salisbury,salisbury,rowan,nc
saluda,saluda,polk,nc
salvo,salvo,dare,nc
sandy_creek,sandy_creek,brunswick,nc
sandyfield,sandyfield,columbus,nc
sanford,sanford,lee,nc
saratoga,saratoga,wilson,nc
sawmills,sawmills,caldwell,nc
saxapahaw,saxapahaw,alamance,nc
scotch_meadows,scotch_meadows,scotland,nc
scotland_neck,scotland_neck,halifax,nc
sea_breeze,sea_breeze,new_hanover,nc
seaboard,seaboard,northampton,nc
seagrove,seagrove,randolph,nc
sedalia,sedalia,guilford,nc
selma,selma,johnston,nc
seven_devils,seven_devils,watauga,nc
seven_lakes,seven_lakes,moore,nc
seven_springs,seven_springs,wayne,nc
severn,severn,northampton,nc
shallotte,shallotte,brunswick,nc
shannon,shannon,robeson,nc
sharpsburg,sharpsburg,nash,nc
shelby,shelby,cleveland,nc
siler_city,siler_city,chatham,nc
silver_city,silver_city,hoke,nc
silver_lake,silver_lake,new_hanover,nc
simpson,simpson,pitt,nc
sims,sims,wilson,nc
skippers_corner,skippers_corner,new_hanover,nc
smithfield,smithfield,johnston,nc
sneads_ferry,sneads_ferry,onslow,nc
snow_hill,snow_hill,greene,nc
south_henderson,south_henderson,vance,nc
south_mills,south_mills,camden,nc
south_rosemary,south_rosemary,halifax,nc
south_weldon,south_weldon,halifax,nc
southern_pines,southern_pines,moore,nc
southern_shores,southern_shores,dare,nc
southmont,southmont,davidson,nc
southport,southport,brunswick,nc
sparta,sparta,alleghany,nc
speed,speed,edgecombe,nc
spencer,spencer,rowan,nc
spencer_mountain,spencer_mountain,gaston,nc
spindale,spindale,rutherford,nc
spivey's_corner,spivey's_corner,sampson,nc
spring_hope,spring_hope,nash,nc
spring_lake,spring_lake,cumberland,nc
spruce_pine,spruce_pine,mitchell,nc
st._helena,st._helena,pender,nc
st._james,st._james,brunswick,nc
st._pauls,st._pauls,robeson,nc
st._stephens,st._stephens,catawba,nc
staley,staley,randolph,nc
stallings,stallings,union,nc
stanfield,stanfield,stanly,nc
stanley,stanley,gaston,nc
stantonsburg,stantonsburg,wilson,nc
star,star,montgomery,nc
statesville,statesville,iredell,nc
stedman,stedman,cumberland,nc
stem,stem,granville,nc
stokes,stokes,pitt,nc
stokesdale,stokesdale,guilford,nc
stoneville,stoneville,rockingham,nc
stonewall,stonewall,pamlico,nc
stony_point,stony_point,alexander,nc
stovall,stovall,granville,nc
sugar_mountain,sugar_mountain,avery,nc
summerfield,summerfield,guilford,nc
sunbury,sunbury,gates,nc
sunset_beach,sunset_beach,brunswick,nc
surf_city,surf_city,pender,nc
swan_quarter,swan_quarter,hyde,nc
swannanoa,swannanoa,buncombe,nc
swansboro,swansboro,onslow,nc
swepsonville,swepsonville,alamance,nc
sylva,sylva,jackson,nc
tabor_city,tabor_city,columbus,nc
tar_heel,tar_heel,bladen,nc
tarboro,tarboro,edgecombe,nc
taylorsville,taylorsville,alexander,nc
taylortown,taylortown,moore,nc
teachey,teachey,duplin,nc
thomasville,thomasville,davidson,nc
toast,toast,surry,nc
tobaccoville,tobaccoville,forsyth,nc
topsail_beach,topsail_beach,pender,nc
trent_woods,trent_woods,craven,nc
trenton,trenton,jones,nc
trinity,trinity,randolph,nc
troutman,troutman,iredell,nc
troy,troy,montgomery,nc
tryon,tryon,polk,nc
turkey,turkey,sampson,nc
tyro,tyro,davidson,nc
unionville,unionville,union,nc
valdese,valdese,burke,nc
valle_crucis,valle_crucis,watauga,nc
valley_hill,valley_hill,henderson,nc
vanceboro,vanceboro,craven,nc
vandemere,vandemere,pamlico,nc
vander,vander,cumberland,nc
vann_crossroads,vann_crossroads,sampson,nc
varnamtown,varnamtown,brunswick,nc
vass,vass,moore,nc
waco,waco,cleveland,nc
wade,wade,cumberland,nc
wadesboro,wadesboro,anson,nc
wagram,wagram,scotland,nc
wake_forest,wake_forest,wake,nc
wakulla,wakulla,robeson,nc
walkertown,walkertown,forsyth,nc
wallace,wallace,duplin,nc
wallburg,wallburg,davidson,nc
walnut_cove,walnut_cove,stokes,nc
walnut_creek,walnut_creek,wayne,nc
walstonburg,walstonburg,greene,nc
wanchese,wanchese,dare,nc
warrenton,warrenton,warren,nc
warsaw,warsaw,duplin,nc
washington,washington,beaufort,nc
washington_park,washington_park,beaufort,nc
watha,watha,pender,nc
waves,waves,dare,nc
waxhaw,waxhaw,union,nc
waynesville,waynesville,haywood,nc
weaverville,weaverville,buncombe,nc
webster,webster,jackson,nc
weddington,weddington,union,nc
welcome,welcome,davidson,nc
weldon,weldon,halifax,nc
wendell,wendell,wake,nc
wentworth,wentworth,rockingham,nc
wesley_chapel,wesley_chapel,union,nc
west_canton,west_canton,haywood,nc
west_jefferson,west_jefferson,ashe,nc
west_marion,west_marion,mcdowell,nc
westport,westport,lincoln,nc
whispering_pines,whispering_pines,moore,nc
whitakers,whitakers,edgecombe,nc
white_lake,white_lake,bladen,nc
white_oak,white_oak,bladen,nc
white_plains,white_plains,surry,nc
whiteville,whiteville,columbus,nc
whitsett,whitsett,guilford,nc
wilkesboro,wilkesboro,wilkes,nc
williamston,williamston,martin,nc
wilmington,wilmington,new_hanover,nc
wilson,wilson,wilson,nc
wilson's_mills,wilson's_mills,johnston,nc
windsor,windsor,bertie,nc
winfall,winfall,perquimans,nc
wingate,wingate,union,nc
winston-salem,winston-salem,forsyth,nc
winterville,winterville,pitt,nc
winton,winton,hertford,nc
woodfin,woodfin,buncombe,nc
woodland,woodland,northampton,nc
woodlawn,woodlawn,alamance,nc
wrightsboro,wrightsboro,new_hanover,nc
wrightsville_beach,wrightsville_beach,new_hanover,nc
yadkinville,yadkinville,yadkin,nc
yanceyville,yanceyville,caswell,nc
youngsville,youngsville,franklin,nc
zebulon,zebulon,wake,nc
abercrombie,abercrombie,richland,nd
abercrombie_township,abercrombie_township,richland,nd
acme,acme,hettinger,nd
acton,acton,walsh,nd
ada,ada,dickey,nd
adams,adams,walsh,nd
adams_township,adams_township,walsh,nd
addie,addie,griggs,nd
addison,addison,cass,nd
adler,adler,nelson,nd
adrian,adrian,lamoure,nd
advance,advance,pembina,nd
afton,afton,ward,nd
agnes,agnes,grand_forks,nd
akra,akra,pembina,nd
alamo,alamo,williams,nd
albert,albert,benson,nd
albertha,albertha,dickey,nd
albion,albion,dickey,nd
alex,alex,mckenzie,nd
alexander,alexander,mckenzie,nd
alexander_township,alexander_township,stutsman,nd
alexandria,alexandria,divide,nd
alexanter,alexanter,pierce,nd
alger,alger,mountrail,nd
alice,alice,cass,nd
aliceton,aliceton,ransom,nd
alleghany,alleghany,ransom,nd
allen,allen,kidder,nd
allendale,allendale,grand_forks,nd
alma,alma,cavalier,nd
almont,almont,morton,nd
alsen,alsen,cavalier,nd
alta,alta,barnes,nd
ambrose,ambrose,divide,nd
ambrose_township,ambrose_township,divide,nd
amenia,amenia,cass,nd
amenia_township,amenia_township,cass,nd
americus,americus,grand_forks,nd
amidon,amidon,slope,nd
amity,amity,bottineau,nd
amor,amor,bowman,nd
amundsville,amundsville,mclean,nd
anamoose,anamoose,mchenry,nd
anamoose_township,anamoose_township,mchenry,nd
anderson,anderson,barnes,nd
andrews,andrews,mclean,nd
aneta,aneta,nelson,nd
anna,anna,ward,nd
antelope,antelope,richland,nd
antelope_creek,antelope_creek,mckenzie,nd
antelope_lake,antelope_lake,pierce,nd
antler,antler,bottineau,nd
antler_township,antler_township,bottineau,nd
apple_creek,apple_creek,burleigh,nd
ardoch,ardoch,walsh,nd
ardoch_township,ardoch_township,walsh,nd
argusville,argusville,cass,nd
armourdale,armourdale,towner,nd
arne,arne,benson,nd
arnegard,arnegard,mckenzie,nd
arnegard_township,arnegard_township,mckenzie,nd
arthur,arthur,cass,nd
arthur_township,arthur_township,cass,nd
arvilla,arvilla,grand_forks,nd
ashland,ashland,stutsman,nd
ashley,ashley,mcintosh,nd
ashtabula,ashtabula,barnes,nd
athens,athens,williams,nd
atkins,atkins,towner,nd
atwood,atwood,kidder,nd
auburn,auburn,walsh,nd
aurena,aurena,mclean,nd
aurora,aurora,benson,nd
austin,austin,mountrail,nd
avon,avon,grand_forks,nd
ayr,ayr,cass,nd
ayr_township,ayr_township,cass,nd
baden,baden,ward,nd
badger,badger,lamoure,nd
baer,baer,hettinger,nd
baker,baker,kidder,nd
baldwin,baldwin,barnes,nd
bale,bale,ransom,nd
balfour,balfour,mchenry,nd
balfour_township,balfour_township,mchenry,nd
ball_hill,ball_hill,griggs,nd
balta,balta,pierce,nd
balta_township,balta_township,pierce,nd
banner_township_(cavalier_cnty),banner_township,cavalier,nd
banner_township_(mountrail_cnty),banner_township,mountrail,nd
bantry,bantry,mchenry,nd
bantry_township,bantry_township,mchenry,nd
barney,barney,richland,nd
barney_township,barney_township,richland,nd
barr_butte,barr_butte,williams,nd
barrie,barrie,richland,nd
bartlett,bartlett,ramsey,nd
bartley,bartley,griggs,nd
barton,barton,pierce,nd
bathgate,bathgate,pembina,nd
bathgate_township,bathgate_township,pembina,nd
battleview,battleview,burke,nd
beach,beach,golden_valley,nd
beach_township,beach_township,golden_valley,nd
bear_creek,bear_creek,dickey,nd
beaulieu,beaulieu,pembina,nd
beaver,beaver,benson,nd
beaver_creek,beaver_creek,steele,nd
beery,beery,hettinger,nd
beisigl,beisigl,adams,nd
belcourt,belcourt,rolette,nd
belfield,belfield,stark,nd
belford,belford,richland,nd
bell,bell,cass,nd
belmont,belmont,traill,nd
benedict,benedict,mclean,nd
bentinck,bentinck,bottineau,nd
bentru,bentru,grand_forks,nd
bergen,bergen,mchenry,nd
bergen_township,bergen_township,nelson,nd
berlin,berlin,lamoure,nd
berlin_township_(cass_cnty),berlin_township,cass,nd
berlin_township_(sheridan_cnty),berlin_township,sheridan,nd
berlin_township_(wells_cnty),berlin_township,wells,nd
berthold,berthold,ward,nd
berthold_township,berthold_township,ward,nd
berwick,berwick,mchenry,nd
bethel,bethel,towner,nd
beulah,beulah,mercer,nd
bicker,bicker,mountrail,nd
big_bend_township_(mountrail_cnty),big_bend_township,mountrail,nd
big_bend_township_(ransom_cnty),big_bend_township,ransom,nd
big_meadow,big_meadow,williams,nd
big_stone,big_stone,williams,nd
billings,billings,cavalier,nd
binford,binford,griggs,nd
bingham,bingham,traill,nd
binghampton,binghampton,barnes,nd
birtsell,birtsell,foster,nd
bisbee,bisbee,towner,nd
bismarck,bismarck,burleigh,nd
bjornson,bjornson,mchenry,nd
black_butte,black_butte,hettinger,nd
black_loam,black_loam,lamoure,nd
blacktail,blacktail,williams,nd
blackwater,blackwater,mclean,nd
blaine,blaine,bottineau,nd
blanchard_cdp,blanchard_cdp,traill,nd
blanchard_township,blanchard_township,traill,nd
bloom,bloom,stutsman,nd
bloomenfield,bloomenfield,stutsman,nd
bloomfield,bloomfield,traill,nd
blooming,blooming,grand_forks,nd
blooming_prairie,blooming_prairie,divide,nd
blooming_valley,blooming_valley,divide,nd
blue_butte,blue_butte,mckenzie,nd
blue_ridge,blue_ridge,williams,nd
bluebird,bluebird,lamoure,nd
bohnsack,bohnsack,traill,nd
bonetraill,bonetraill,williams,nd
boone,boone,sheridan,nd
border,border,divide,nd
bordulac,bordulac,foster,nd
bottineau,bottineau,bottineau,nd
bowbells,bowbells,burke,nd
bowbells_township,bowbells_township,burke,nd
bowdon,bowdon,wells,nd
bowen,bowen,sargent,nd
bowman,bowman,bowman,nd
bowman_township,bowman_township,bowman,nd
boyd,boyd,burleigh,nd
boyesen,boyesen,bowman,nd
braddock,braddock,emmons,nd
brampton,brampton,sargent,nd
brandenburg,brandenburg,richland,nd
brander,brander,bottineau,nd
brandon,brandon,renville,nd
bremen,bremen,wells,nd
brenna,brenna,grand_forks,nd
briarwood,briarwood,cass,nd
brightwood,brightwood,richland,nd
brillian,brillian,ward,nd
brimer,brimer,barnes,nd
brinsmade,brinsmade,benson,nd
brittian,brittian,hettinger,nd
broadlawn,broadlawn,steele,nd
broadview,broadview,griggs,nd
brocket,brocket,ramsey,nd
broe,broe,benson,nd
brookbank,brookbank,mountrail,nd
brooklyn,brooklyn,williams,nd
brooktree_park,brooktree_park,cass,nd
brown,brown,mchenry,nd
bruce,bruce,cavalier,nd
bryan,bryan,griggs,nd
bucephalia,bucephalia,foster,nd
buchanan,buchanan,stutsman,nd
buchanan_township,buchanan_township,stutsman,nd
buckeye,buckeye,kidder,nd
bucklin,bucklin,slope,nd
bucyrus,bucyrus,adams,nd
bucyrus_township,bucyrus_township,adams,nd
buffalo,buffalo,cass,nd
buffalo_township,buffalo_township,cass,nd
buford,buford,williams,nd
bull_butte,bull_butte,williams,nd
bull_moose,bull_moose,wells,nd
bullion,bullion,golden_valley,nd
bunker,bunker,kidder,nd
burg,burg,divide,nd
burke,burke,mountrail,nd
burlington,burlington,ward,nd
burlington_township,burlington_township,ward,nd
burt,burt,ward,nd
bush,bush,eddy,nd
butte,butte,mclean,nd
butte_valley,butte_valley,benson,nd
buxton,buxton,traill,nd
buxton_township,buxton_township,traill,nd
byersville,byersville,mclean,nd
byron,byron,cavalier,nd
caledonia_cdp,caledonia_cdp,traill,nd
caledonia_township,caledonia_township,traill,nd
calio,calio,cavalier,nd
callahan,callahan,renville,nd
calvin,calvin,cavalier,nd
cameron,cameron,ward,nd
campbell_township_(emmons_cnty),campbell_township,emmons,nd
campbell_township_(hettinger_cnty),campbell_township,hettinger,nd
cando,cando,towner,nd
cando_township,cando_township,towner,nd
canfield,canfield,burleigh,nd
cannon_ball_cdp,cannon_ball_cdp,sioux,nd
cannon_ball_township,cannon_ball_township,hettinger,nd
canton_city,canton_city,pembina,nd
captain's_landing,captain's_landing,morton,nd
carbondale,carbondale,ward,nd
carlisle,carlisle,pembina,nd
carpenter,carpenter,steele,nd
carpio,carpio,ward,nd
carpio_township,carpio_township,ward,nd
